Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Event.Year
20200530X44435,Accident,2020-05-30,"Ozark, AL",United States,Fatal,Destroyed,Helicopter,SCHWEIZER,269C-1,No,1.0,Reciprocating,091,,Instructional,Eagle Aviation Academy Llc,1.0,0.0,0.0,0.0,VMC,,,2020.0
20200602X84055,Accident,2020-05-30,"Elko, NV",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,091,,Positioning,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain helicopter control in gusting wind that resulted in a loss in altitude and subsequent collision with a fence.,2020.0
20200602X90714,Accident,2020-06-02,"Fairfield, CA",United States,Fatal,Destroyed,Helicopter,BELL,206,No,,,133,,External Load,P J Helicopters Inc,3.0,0.0,0.0,0.0,VMC,,,2020.0
20200604X93452,Accident,2020-06-04,"Murphy, ID",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,480,No,1.0,Turbo Shaft,137,,Aerial Application,,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from a power line while maneuvering during an aerial application flight.,2020.0
20200615X01458,Accident,2020-06-15,"Atoka, TN",United States,Non-Fatal,Substantial,Helicopter,BELL,47G,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,,2020.0
20200617X85704,Accident,2020-06-16,"El Campo, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,091,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain adequate clearance from the rice vegetation, which resulted in the helicopter's impact with terrain.",2020.0
20200618X72422,Accident,2020-06-17,"Gauteng, South Africa",South Africa,Fatal,Destroyed,Helicopter,BELL,206,No,,,091,,,,2.0,0.0,0.0,0.0,,,,2020.0
20200618X83813,Accident,2020-06-18,"Pikeville, NC",United States,Fatal,Substantial,Helicopter,ROBINSON,R66,No,1.0,Turbo Shaft,137,,Aerial Application,KRITTER CROPDUSTING INC,1.0,0.0,0.0,0.0,VMC,,,2020.0
20200622X30444,Accident,2020-06-21,"Sheffield, TX",United States,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,1.0,Reciprocating,091,,Aerial Observation,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain adequate clearance from a fence while hovering.,2020.0
20200622X42619,Accident,2020-06-21,"Minden, NV",United States,Non-Fatal,Destroyed,Helicopter,AEROSPATIALE,SA342J,No,,Turbo Shaft,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,,2020.0
20200623X62740,Accident,2020-06-23,"North Las Vegas, NV",United States,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,,,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,,,2020.0
20200623X23649,Accident,2020-06-24,"Hayden, ID",United States,Fatal,Destroyed,Helicopter,ENSTROM,280,No,1.0,Reciprocating,091,,Instructional,,1.0,0.0,1.0,0.0,VMC,,,2020.0
20200625X33702,Accident,2020-06-24,"Long Marston, United Kingdom",United Kingdom,Non-Fatal,Destroyed,Helicopter,BELL,407,No,1.0,Turbo Shaft,NUSC,,,,0.0,0.0,0.0,2.0,,,,2020.0
20200625X33153,Accident,2020-06-25,"Coconut Creek, FL",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,133,,External Load,Hmc Lift Llc,0.0,0.0,1.0,0.0,VMC,,,2020.0
20200629X14153,Accident,2020-06-27,"Pioche, NV",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,"The pilot's failure to maintain directional control of the airplane during an aborted landing, which resulted in a ground loop, runway excursion, and subsequent nose over.",2020.0
20200706X02113,Accident,2020-06-30,"Strzegom city, Poland",Poland,Fatal,Destroyed,Helicopter,ROBINSON,R22,No,,,NUSN,,,,2.0,0.0,0.0,0.0,,,,2020.0
20200715X31616,Accident,2020-07-02,"Welch, LA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,2020.0
20200704X12416,Accident,2020-07-04,"Des Moines, IA",United States,Non-Fatal,Destroyed,Helicopter,ENSTROM,280,No,1.0,Reciprocating,091,,Personal,Pilot,0.0,1.0,0.0,0.0,,,,2020.0
20200705X55450,Accident,2020-07-04,"Wooster, OH",United States,Non-Fatal,Substantial,Helicopter,MBB,BK117,No,,,135,NSCH,,Metrohealth System,0.0,0.0,0.0,4.0,,,,2020.0
20200707X11331,Accident,2020-07-04,"Broome Aerodrome, Australia",Australia,Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,UNK,,,,2.0,0.0,2.0,0.0,Unk,,,2020.0
20200730X11342,Accident,2020-07-06,"Rio De Janeiro, Brazil",Brazil,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,,,NUSN,,,OMNI ESCOLA DE AVIACAO CIVIL,0.0,1.0,0.0,1.0,,,,2020.0
20200707X72533,Accident,2020-07-07,"Payson, AZ",United States,Fatal,Destroyed,Helicopter,BELL,UH1H,No,1.0,Turbo Shaft,133,,External Load,Airwest Helicopters LLC,1.0,0.0,0.0,0.0,VMC,,,2020.0
20200713X11352,Accident,2020-07-08,"Venice, LA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,091,,Business,,0.0,0.0,0.0,1.0,,,,2020.0
20200715X05525,Accident,2020-07-10,"Ketchikan, AK",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,135,NSCH,,"Helicopter Air Alaska, LLC",0.0,0.0,0.0,1.0,VMC,,The crew leader's decision to throw a chainsaw bar into the moving arc of the main rotor blade.,2020.0
20200711X95026,Accident,2020-07-11,"Rifle, CO",United States,Non-Fatal,Destroyed,Helicopter,AEROSPATIALE,AS355,No,2.0,Turbo Shaft,091,,Aerial Observation,AIRCAM NATIONAL HELICOPTER SERVICES INC,0.0,0.0,2.0,0.0,VMC,,,2020.0
20200727X14108,Accident,2020-07-16,"Windhoek, Namibia",Namibia,Non-Fatal,Destroyed,Helicopter,MD HELICOPTER,600,No,,,129,,,,0.0,1.0,3.0,0.0,,,,2020.0
20200716X10253,Accident,2020-07-16,"Homer, AK",United States,Non-Fatal,Substantial,Helicopter,BELL,206L-1,No,1.0,Turbo Shaft,133,,External Load,EGLI AIR HAUL INC,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to see and avoid the boat's mast, which resulted in a main rotor blade strike. Contributing to the accident was the pilot's inadequate preflight planning by not having the boat's mast measured.",2020.0
20200717X44819,Accident,2020-07-17,"Mehama, OR",United States,Fatal,Destroyed,Helicopter,HILLER,UH 12D,No,,Turbo Shaft,137,,Aerial Application,Western Helicopters,1.0,0.0,0.0,0.0,VMC,,,2020.0
20200720X84108,Accident,2020-07-20,"San Andreas, CA",United States,Non-Fatal,Destroyed,Helicopter,MD HELICOPTER,600,No,1.0,Turbo Shaft,091,,Aerial Observation,Brim Equipment Leasing Inc,0.0,0.0,0.0,3.0,VMC,,,2020.0
20200721X03323,Accident,2020-07-20,"Thorburn Lake, Canada",Canada,Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,NUSN,,,,1.0,0.0,2.0,0.0,,,,2020.0
20200722X61420,Accident,2020-07-20,"Dickeyville, WI",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,137,,Aerial Application,MF Helicopters LLC,0.0,0.0,0.0,1.0,VMC,,The pilot did not maintain clearance from wires during an aerial application flight.,2020.0
20200723X65737,Accident,2020-07-21,"Thompson Falls, MT",United States,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS,600,No,,,133,,External Load,,0.0,0.0,0.0,1.0,,,,2020.0
20200724X84946,Accident,2020-07-24,"Monrovia, IN",United States,Fatal,Destroyed,Helicopter,BRANTLY,B2B,No,1.0,,091,,Flight Test,Pilot,1.0,0.0,0.0,0.0,VMC,,,2020.0
20200725X12343,Accident,2020-07-24,"Whitehall, MD",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,091,,Positioning,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain adequate clearance from a known obstacle while landing from a hover.,2020.0
20200727X61210,Accident,2020-07-27,"Dakota, IL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,137,,Aerial Application,MF Helicopters Llc,0.0,0.0,0.0,1.0,VMC,,The pilots failure to maintain main rotor clearance from a ground obstacle during a landing.,2020.0
20200727X90604,Accident,2020-07-27,"Hebron, NE",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,137,,Aerial Application,Rotorwings Aviation LLC,0.0,1.0,0.0,0.0,VMC,,"A loss of engine power due to water contamination in the fuel system. Contributing to the accident was the pilots inadequate preflight to sump the fuel tanks prior to flight. 
",2020.0
20200731X20050,Accident,2020-07-31,"Holtville, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,OH58A,No,1.0,Turbo Shaft,137,,Aerial Application,A Farmer Service Corp.,0.0,1.0,0.0,0.0,,,,2020.0
20200731X20700,Accident,2020-07-31,"Steam Plains, Australia",Australia,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,UNK,,,,0.0,0.0,1.0,0.0,,,,2020.0
20200803X11310,Accident,2020-08-03,"Knoxville, TN",United States,Fatal,Substantial,Helicopter,EUROCOPTER,EC130,No,1.0,Turbo Shaft,091,,Personal,,1.0,0.0,0.0,3.0,VMC,,,2020.0
20200811X33852,Accident,2020-08-05,"Delia, KS",United States,Non-Fatal,Substantial,Helicopter,HUGHES,369,No,1.0,Turbo Shaft,133,,External Load,Signature Utility,0.0,0.0,0.0,1.0,VMC,,Foreign object damage sustained to the main rotor blades due to aerial tree trimming.,2020.0
20200806X70122,Accident,2020-08-06,"St Louis, MO",United States,Non-Fatal,Substantial,Helicopter,HUGHES,369A,No,,Turbo Shaft,PUBU,,Public Aircraft,St Louis County Police Department,0.0,0.0,0.0,2.0,VMC,,The flight instructor's failure to maintain helicopter control which resulted in a hard landing while preforming a practice autorotation.,2020.0
20200808X64216,Accident,2020-08-08,"Marathon, TX",United States,Fatal,Destroyed,Helicopter,BELL,206,No,,Turbo Shaft,091,,Aerial Observation,Southwest Heliservices Llc,3.0,0.0,1.0,0.0,VMC,,,2020.0
20200809X02446,Accident,2020-08-08,"Logan, IA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,137,,Aerial Application,Mills County Choppers Inc.,0.0,0.0,1.0,0.0,VMC,,,2020.0
20200819X80931,Accident,2020-08-19,"Coalinga, CA",United States,Fatal,Destroyed,Helicopter,"ARROW-FALCON EXPORTERS, INC.",UH-1H,No,1.0,Turbo Shaft,PUBU,,Firefighting,Guardian Helicopters Inc,1.0,0.0,0.0,0.0,VMC,,,2020.0
20200824X33907,Accident,2020-08-24,"LaVerne, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,205,No,1.0,Turbo Shaft,135,NSCH,,,0.0,0.0,0.0,6.0,VMC,,The pilots delayed decision to initiate a go-around while landing in an unimproved area which resulted in a collision with debris.  ,2020.0
20200825X03507,Accident,2020-08-25,"Ninilchik, AK",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS350,No,1.0,Turbo Shaft,135,NSCH,,Soloy Helicopters,0.0,1.0,0.0,0.0,VMC,,,2020.0
20200824X31000,Accident,2020-08-25,"Pine Grove, OR",United States,Fatal,Substantial,Helicopter,KAMAN,K 1200,No,1.0,Turbo Shaft,133,,External Load,Central Copters Inc,1.0,0.0,0.0,0.0,VMC,,,2020.0
20200908X83855,Accident,2020-09-06,"Fort Greely, AK",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS 350,No,1.0,Turbo Shaft,091,,Positioning,Pathfinder Aviation,0.0,0.0,0.0,2.0,,,,2020.0
20200909X14532,Accident,2020-09-06,"Fort Myers, FL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,,,2020.0
20201007102112,Accident,2020-09-09,"Randle, WA",United States,Non-Fatal,Destroyed,Helicopter,BELL,206,No,1.0,Turbo Shaft,133,NSCH,External Load,"Hagerman, Jess",0.0,0.0,1.0,0.0,VMC,,The pilot's failure to maintain clearance from a tree while conducting an external load operation.,2020.0
20200917X42444,Accident,2020-09-10,"Kenansville, FL",United States,Non-Fatal,Substantial,Helicopter,ROTORWAY,EXEC 162F,Yes,1.0,Reciprocating,091,,Personal,Sarah Business Llc,0.0,0.0,0.0,2.0,VMC,,The pilots failure to maintain control of the helicopter during takeoff. ,2020.0
20200916X90520,Accident,2020-09-15,"Fort Worth, TX",United States,Non-Fatal,Substantial,Helicopter,BELL,407,No,1.0,Turbo Shaft,091,,Instructional,DEA,0.0,0.0,0.0,2.0,VMC,,The flight instructors delay in rolling the throttle to the fly position during a practice autorotation maneuver that resulted in a hard landing.,2020.0
20200919X55955,Accident,2020-09-19,"Red Bud, IL",United States,Fatal,Destroyed,Helicopter,DEROUSSE,SAFARI,Yes,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,,2020.0
20201015102151,Accident,2020-09-19,"Rooibok-Kraal, South Africa",South Africa,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,NUSC,,,West Dunes Aviation,0.0,0.0,0.0,1.0,Unk,,,2020.0
20200930102059,Accident,2020-09-22,"Chemehuevi Valley, CA",United States,Non-Fatal,Substantial,Helicopter,MD HELICOPTER,369,No,1.0,Turbo Shaft,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain helicopter control during an approach with a gusting variable wind, which resulted in an impact with terrain.",2020.0
20201010102127,Accident,2020-10-10,"Woodstock, CT",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,480,No,1.0,Turbo Shaft,091,,Personal,,0.0,1.0,0.0,2.0,VMC,,"The pilots failure to maintain control of the helicopter while attempting to land on a trailer in gusting wind conditions, which resulted in a dynamic rollover. ",2020.0
20201030102216,Accident,2020-10-15,"Passa Tres, Rio Claro, Brazil",Brazil,Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,NUSN,,,Kiko Genario Ferreira De Melo,2.0,0.0,0.0,0.0,,,,2020.0
20201019102161,Accident,2020-10-16,"Zephyrhills, FL",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,2020.0
20201022102178,Accident,2020-10-16,"Pahrump, NV",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,,091,,Business,Spring Mountain Raceway LLC,0.0,2.0,0.0,1.0,VMC,,"The pilots failure to maintain helicopter control while hovering low over a body a water while facing into the sun, which resulted in a loss of visual reference and subsequent impact with the lake surface. ",2020.0
20210518103100,Accident,2020-10-17,"Melili, Kenya",Kenya,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,NUSN,,,,0.0,0.0,0.0,3.0,,,,2020.0
20201019102162,Accident,2020-10-18,"Winder, GA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,,091,,Personal,Blue Ridge Helicopters Inc.,0.0,0.0,1.0,0.0,VMC,,,2020.0
20201019102165,Accident,2020-10-18,"Washington, WI",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain lateral control during a hover and improper recovery action after the helicopter contacted the ground, which resulted in a dynamic rollover sequence and an impact with terrain.  ",2020.0
20201024102183,Accident,2020-10-21,"Point Lookout, NY",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,,091,,Personal,,0.0,1.0,0.0,0.0,IMC,,,2020.0
20201027102200,Accident,2020-10-27,"Silver City, NM",United States,Non-Fatal,Substantial,Helicopter,AMERICAN EUROCOPTER,AS350B3,No,1.0,Turbo Shaft,091,,Positioning,AIR METHODS CORP,0.0,1.0,0.0,0.0,VMC,,The pilots failure to maintain sufficient altitude above terrain while operating in reduced visibility due to snow showers. ,2020.0
20201028102204,Accident,2020-10-27,"Honolulu, HI",United States,Non-Fatal,Substantial,Helicopter,HUGHES,369,No,1.0,,133,,External Load,WINDWARD AVIATION INC,0.0,0.0,0.0,1.0,,,,2020.0
20201107102246,Accident,2020-11-06,"Los Angeles, CA",United States,Non-Fatal,Substantial,Helicopter,AGUSTA,A109,No,2.0,,135,NSCH,,Helinet Aviation Services,0.0,1.0,0.0,2.0,VMC,,,2020.0
20201209102392,Accident,2020-11-07,"Rhame, ND",United States,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,1.0,Reciprocating,091,,Other Work Use,,0.0,0.0,0.0,2.0,VMC,,"The pilot landed the helicopter on unsuitable terrain, which resulted in a rollover.",2020.0
20201109102253,Accident,2020-11-08,"Raleigh, NC",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,091,,Instructional,North Carolina State Highway Patrol,0.0,0.0,0.0,1.0,VMC,,"The pilot's loss of helicopter control after entry into vortex ring state, which resulted in main rotor blade contact with the tailboom, and impact with the ground.",2020.0
20201203102373,Accident,2020-11-10,"Kala, OF",Tanzania,Non-Fatal,Substantial,Helicopter,BELL,407,No,1.0,,UNK,,,Unknown,0.0,1.0,3.0,1.0,,,,2020.0
20201118102303,Accident,2020-11-12,"Avoch, United Kingdom",United Kingdom,Fatal,Destroyed,Helicopter,ROTORSPORT UK,CAVALON,No,1.0,,UNK,,,,1.0,0.0,0.0,0.0,,,,2020.0
20201117102298,Accident,2020-11-14,"Hammonton, NJ",United States,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,AS355,No,,,091,,Business,CATALYST AVIATION LLC,0.0,0.0,0.0,1.0,,,,2020.0
20201120102310,Accident,2020-11-18,"Austell, GA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,091,,Instructional,Atlanta Helicopters,0.0,0.0,0.0,2.0,VMC,,"The flight instructors failure to maintain adequate clearance above the gravel surface in a hover, which resulted in a dynamic rollover.",2020.0
20201203102369,Accident,2020-12-02,"Tallong, OF",Australia,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,1.0,,UNK,,,Unknown,2.0,0.0,0.0,0.0,,,,2020.0
20201208102385,Accident,2020-12-05,"Marietta, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,091,,Personal,Private Individual,0.0,0.0,0.0,5.0,VMC,,The pilots failure to see and avoid a transmission wire during takeoff.,2020.0
20201210102399,Accident,2020-12-10,"Colorado City, TX",United States,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,1.0,,091,,Business,,2.0,0.0,0.0,0.0,VMC,,,2020.0
20201222102447,Accident,2020-12-11,"Mambucaba, Brazil",Brazil,Fatal,Substantial,Helicopter,BELL,206,No,,,NUSN,,,,1.0,0.0,0.0,0.0,,,,2020.0
20201221102442,Accident,2020-12-20,"Morris, IL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilot's inadequate pedal application during liftoff with a tailwind, which resulted in a loss of yaw control and a subsequent impact with terrain.",2020.0
20201226102454,Accident,2020-12-22,"Clare, Australia",Australia,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,NUSN,,,,0.0,0.0,0.0,1.0,,,,2020.0
20201229102472,Accident,2020-12-29,"Tuckers Crossing, MS",United States,Fatal,Destroyed,Helicopter,HUGHES,369D,No,1.0,,133,,External Load,SIGNATURE PROPERTY HOLDINGS LLC,1.0,0.0,0.0,0.0,VMC,,,2020.0
20210104102487,Accident,2020-12-30,"Ojiro in Shimada-City, Shizuoka, OF",Japan,Fatal,Unknown,Helicopter,ROBINSON,R66,No,,,UNK,,,,1.0,0.0,0.0,0.0,,,,2020.0
20210104102484,Accident,2021-01-01,"Marana, AZ",United States,Non-Fatal,Substantial,Helicopter,BELL,47D,No,1.0,Reciprocating,091,,Instructional,,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to maintain helicopter control, which resulted in a hard landing. ",2021.0
20210107102503,Accident,2021-01-01,"Pulau Indah, Port Klang, Malaysia",Malaysia,Non-Fatal,Substantial,Helicopter,ROBINSON,R66,No,1.0,,NUSN,,,My Heli Club,0.0,2.0,0.0,0.0,,,,2021.0
20210106102501,Accident,2021-01-02,"Eaglesham, Canada",Canada,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,,,NUSN,,,,4.0,0.0,0.0,0.0,,,,2021.0
20210121102539,Accident,2021-01-06,"Vila Velha, ES, Brazil",Brazil,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,,,NUSN,,,,2.0,0.0,0.0,0.0,,,,2021.0
20210111102510,Accident,2021-01-09,"Albany, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44 II,No,1.0,,091,,Other Work Use,S2 HELICOPTER SERVICES LLC,0.0,0.0,0.0,3.0,VMC,,,2021.0
20210111102514,Accident,2021-01-09,"Winthrop, WA",United States,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,1.0,Turbo Shaft,091,,Positioning,,0.0,0.0,0.0,2.0,VMC,,The pilots failure to adequately monitor the environment which resulted in a collision with a snowbank and subsequent loss of control.   ,2021.0
20210208102612,Accident,2021-01-12,"Lafayette, IN",United States,Non-Fatal,Substantial,Helicopter,HILLER,UH12C,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain control of the helicopter shortly after liftoff into a hover, which resulted in a dynamic rollover when the left landing skid contacted the ground.",2021.0
20210113102524,Accident,2021-01-13,"Spanish Fork, UT",United States,Non-Fatal,Substantial,Helicopter,HUGHES,269C,No,1.0,,091,,Instructional,TRIKE INDUSTRIES LLC,0.0,0.0,0.0,2.0,VMC,,,2021.0
20210224102665,Accident,2021-01-19,"Wolseley, OF",Wolseley,Fatal,Destroyed,Helicopter,BELL,206,No,,,UNK,,,,1.0,0.0,0.0,0.0,,,,2021.0
20210119102533,Accident,2021-01-19,"Wolseley, OF",South Africa,Fatal,Destroyed,Helicopter,BELL,206,No,,,NUSC,,Aerial Application,,1.0,0.0,0.0,0.0,,,,2021.0
20210121102541,Accident,2021-01-21,"Ladysmith Kwa Zulu Natal Province., South Africa",South Africa,Fatal,Destroyed,Helicopter,BELL,430,No,,,135,,,Netcare Helicopter,5.0,0.0,0.0,0.0,,,,2021.0
20210121102544,Accident,2021-01-21,"Pena Larga, OF",Venezuela,Fatal,Substantial,Helicopter,MD HELICOPTER,369E,No,1.0,,NUSN,,,EDIMA SERVICIOS C.A,4.0,0.0,0.0,0.0,,,,2021.0
20210125102546,Accident,2021-01-22,"Queen Creek, AZ",United States,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,369E,No,1.0,Turbo Shaft,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's uncoordinated flight control inputs while entering a hover, which lead to a loss of aircraft control which resulted in the left skid making contact with the ground, causing the helicopter to roll on its side. ",2021.0
20210126102558,Accident,2021-01-22,"Mankato, MN",United States,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,600N,No,1.0,Turbo Shaft,133,NSCH,External Load,BRIM EQUIPMENT LEASING LLC,0.0,0.0,0.0,1.0,VMC,,"The pilots loss of situational awareness while landing, resulting in an impact with power lines.",2021.0
20210128102569,Accident,2021-01-26,"West Palm Beach, FL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,091,,Instructional,Palm Beach Helicopters,0.0,0.0,0.0,2.0,VMC,,"The examiners failure to arrest the helicopter descent during a simulated engine failure maneuver and the flight instructors inadequate remedial action, which resulted in a hard landing.",2021.0
20210409102899,Accident,2021-01-27,"Region del Libertador Bernardo O´Higgins, Chile",Chile,Non-Fatal,Substantial,Helicopter,BELL,212,No,2.0,,NUSC,,,,0.0,0.0,1.0,0.0,,,,2021.0
20210130102576,Accident,2021-01-30,"Knoxville, TN",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER CO,R66,No,1.0,Turbo Shaft,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain directional control of the helicopter, which resulted in rear portion of the right skid contacting the ground and a subsequent dynamic rollover.",2021.0
20210408102896,Accident,2021-02-01,"Ledbury, Herefordshire, United Kingdom",United Kingdom,Non-Fatal,Substantial,Helicopter,ROTORWAY,EXEC,No,,,NUSN,,,,0.0,0.0,0.0,1.0,,,,2021.0
20210208102611,Accident,2021-02-04,"Pahokee, FL",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,,091,NSCH,Other Work Use,Roma Air Corporation,0.0,0.0,0.0,2.0,VMC,,,2021.0
20210205102608,Accident,2021-02-05,"Horseshoe Bend, ID",United States,Non-Fatal,Substantial,Helicopter,HUGHES,OH-6A,No,1.0,,PUBU,,Public Aircraft - Federal,USDA APHIS WS ATOC,0.0,1.0,1.0,0.0,VMC,,,2021.0
20210211102626,Accident,2021-02-08,"Mesa, AZ",United States,Non-Fatal,Substantial,Helicopter,MD HELICOPTER,369,No,1.0,Turbo Shaft,091,,Instructional,"MD Helicopters, Inc.",0.0,0.0,0.0,2.0,VMC,,"The pilots improper pitch attitude for landing and the inadequate supervision of the flight instructor, resulted in the main rotor blades impacting the tail boom. ",2021.0
20210210102618,Accident,2021-02-09,"Courchevel, OF",France,Fatal,Destroyed,Helicopter,BELL,206B,No,,,NUSN,,,,2.0,2.0,1.0,0.0,,,,2021.0
20210215102633,Accident,2021-02-13,"Alexandria, MN",United States,Non-Fatal,Substantial,Helicopter,AGUSTAWESTLAND PHILADELPHIA CO,AW119MKII,No,1.0,Turbo Shaft,135,NSCH,,CRITICAL CARE SERVICES INC DBA,0.0,0.0,0.0,3.0,VMC,,The helicopters impact with an object on departure that could not be determined.,2021.0
20210216102634,Accident,2021-02-15,"St Thomas, CB",United States,Fatal,Destroyed,Helicopter,BELL,206,No,1.0,,091,,Aerial Observation,Caribbean Buzz Management LLC.,4.0,0.0,0.0,0.0,VMC,,,2021.0
20210219102648,Accident,2021-02-17,"Wonderboom, OF",South Africa,Non-Fatal,Substantial,Helicopter,BELL,206,No,,,UNK,,,,0.0,0.0,0.0,1.0,,,,2021.0
20210223102663,Accident,2021-02-22,"Greensburg, LA",United States,Non-Fatal,Substantial,Helicopter,BELL,OH-58,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Local,LIVINGSTON PARISH SHERIFFS OFFICE,0.0,3.0,0.0,0.0,VMC,,"The pilots failure to maintain lateral control and terrain clearance while hovering, which resulted in a dynamic rollover.",2021.0
20210316102762,Accident,2021-02-23,"Khvoyninsky District, Russia",Russia,Non-Fatal,Substantial,Helicopter,ROBINSON,R66,No,,,129,,,,0.0,0.0,0.0,1.0,,,,2021.0
